# timestamp tx ty tz qx qy qz qw
1766070029.924799919 203.042245900 20.552413291 -100.153612356 0.681664372 0.094410980 0.150399737 0.709788821
1766070030.029400110 203.515660797 20.531284979 -100.062337175 0.680456298 0.084542649 0.156427941 0.710888223
1766070030.123199940 203.984482273 20.509602775 -99.963903402 0.677861366 0.074096346 0.163708782 0.712890690
1766070030.223500013 204.447332482 20.481904744 -99.847739793 0.674517801 0.064717587 0.170850213 0.715295445
1766070030.329999924 204.906778925 20.457623553 -99.722056982 0.672968216 0.055531855 0.176623781 0.716124314
1766070030.425400019 205.358420324 20.423917385 -99.576616045 0.672306233 0.044931373 0.182814285 0.715936057
1766070030.525500059 205.807556482 20.393694989 -99.416691052 0.670406629 0.032269571 0.190113969 0.716498643
1766070030.625499964 206.248723772 20.359829752 -99.247756736 0.665735017 0.018701911 0.199393937 0.718810951
1766070030.725300074 206.681912310 20.319872044 -99.064673443 0.662723109 0.006236805 0.209102960 0.719051552
1766070030.828399897 207.107263824 20.273170797 -98.867024433 0.658629307 -0.006696597 0.218480576 0.720020020
1766070030.927599907 207.532152849 20.235085814 -98.654273604 0.652996066 -0.021531698 0.229008696 0.721586822
1766070031.024699926 207.947130419 20.191092056 -98.424714400 0.648492870 -0.039089859 0.240963555 0.721017022
1766070031.124599934 208.358896041 20.143867505 -98.182925312 0.641979825 -0.060736888 0.253595464 0.721014754
1766070031.227799892 208.753316612 20.092496727 -97.914849946 0.631635038 -0.081907995 0.268876069 0.722519147
1766070031.327100039 209.146526449 20.041172316 -97.633970582 0.623890232 -0.106628636 0.282813621 0.720699499
1766070031.427099943 209.529293796 19.982130486 -97.341747697 0.615074766 -0.135222933 0.294444726 0.718818541
1766070031.526900053 209.890880895 19.927319849 -97.024138490 0.604622695 -0.161901778 0.307917667 0.716523496
1766070031.626399994 210.237012741 19.860828543 -96.694133861 0.598764790 -0.197133650 0.314826789 0.709579553
1766070031.726099968 210.564022495 19.794226781 -96.345475274 0.593503280 -0.233180489 0.321282599 0.700112997
1766070031.823999882 210.867087624 19.721215925 -95.987904270 0.586459270 -0.265986345 0.330566395 0.689958439
1766070031.920700073 211.145404186 19.646828066 -95.619488850 0.577704606 -0.297534528 0.343037508 0.678274178
1766070032.019799948 211.393381711 19.570978106 -95.235505854 0.563604385 -0.327401313 0.354212682 0.670590675
1766070032.119299889 211.616243539 19.489647285 -94.847360323 0.549559053 -0.360351326 0.361268251 0.661526280
1766070032.221999884 211.798831532 19.400211114 -94.451525659 0.538258609 -0.390549741 0.367447237 0.650177743
1766070032.321199894 211.948359446 19.316496720 -94.050712654 0.530249090 -0.415314586 0.375793375 0.636497476
1766070032.420000076 212.063826595 19.235403698 -93.648302897 0.517932370 -0.434377179 0.387160009 0.627032419
1766070032.517699957 212.151564873 19.160531234 -93.233931317 0.507733779 -0.452835084 0.398449810 0.615129698
1766070032.618900061 212.200763194 19.074480578 -92.841732507 0.498732731 -0.472515304 0.409182244 0.600470516
1766070032.715699911 212.217961359 18.997541940 -92.440731273 0.490018956 -0.490750886 0.419704449 0.585570804
1766070032.815900087 212.211447814 18.923266109 -92.042921748 0.479190248 -0.510268416 0.428005516 0.571676594
1766070032.918800116 212.173667477 18.853106366 -91.653976394 0.468794610 -0.528752027 0.437861364 0.555815017
1766070033.019000053 212.108896383 18.783387356 -91.268845999 0.456277794 -0.546199223 0.447896029 0.541171073
1766070033.116499901 212.016956850 18.717425382 -90.900345562 0.443854566 -0.562464534 0.458782966 0.525494969
1766070033.215199947 211.901372921 18.659593394 -90.533178209 0.432236076 -0.579011272 0.470735579 0.506286418
1766070033.315399885 211.760020340 18.599943736 -90.184660469 0.418075513 -0.593254244 0.484002281 0.488880414
1766070033.418699980 211.598421051 18.548582828 -89.838895693 0.404131727 -0.610092482 0.493572166 0.469948112
1766070033.515000105 211.417902515 18.505796825 -89.508252654 0.389733563 -0.623737473 0.506399602 0.450131934
1766070033.616300106 211.223622367 18.468492977 -89.191588480 0.371973417 -0.634176055 0.520806288 0.433840198
1766070033.719300032 211.007774794 18.438756042 -88.881539504 0.350958835 -0.645872247 0.531435658 0.421014343
